City,State,Age Group,Gender,Coffee Type,Daily Cups Consumed,Preferred Coffee Brand,Consumption Setting,Monthly Coffee Expense (INR),Reason for Consumption,Milk Preference,Sugar Preference,Awareness of Specialty Coffee,Frequency of Café Visits (Per Week),Preferred Time of Consumption,Influence of Social Media on Choice
Hyderabad,Telangana,50+,Female,Instant,5,Others,Home,333,Taste,Yes,High Sugar,Yes,1,Night,No
Delhi,Delhi,50+,Other,Filter Coffee,4,Bru,Office,4980,Habit,Yes,Medium Sugar,Yes,4,Night,No
Delhi,Delhi,50+,Other,Filter Coffee,5,Others,Café,4375,Socializing,Yes,Medium Sugar,Yes,5,Morning,Yes
Kolkata,West Bengal,26-35,Other,Cold Coffee,5,Nestlé,Office,4498,Socializing,No,High Sugar,Yes,3,Morning,Yes
Hyderabad,Telangana,26-35,Other,Cold Coffee,5,Others,Office,1450,Taste,No,Medium Sugar,No,2,Night,Yes
Kolkata,West Bengal,18-25,Female,Instant,4,Starbucks,Café,3712,Energy,Yes,Less Sugar,No,1,Evening,No
Ahmedabad,Gujarat,26-35,Other,Filter Coffee,1,Starbucks,Café,3576,Energy,No,High Sugar,No,5,Morning,No
Mumbai,Maharashtra,18-25,Male,Espresso,1,Nestlé,Office,1596,Taste,Yes,Less Sugar,Yes,5,Evening,No
Ahmedabad,Gujarat,26-35,Female,Brewed,3,Bru,Office,2903,Socializing,No,No Sugar,Yes,6,Night,No
Pune,Maharashtra,18-25,Other,Brewed,1,Bru,Café,1553,Energy,Yes,Less Sugar,No,5,Evening,Yes
Ahmedabad,Gujarat,18-25,Female,Filter Coffee,4,Others,Office,867,Habit,No,High Sugar,Yes,4,Evening,No
Ahmedabad,Gujarat,26-35,Other,Espresso,2,Others,Office,4385,Energy,Yes,Medium Sugar,Yes,1,Afternoon,No
Delhi,Delhi,26-35,Female,Brewed,4,Others,Café,739,Socializing,Yes,High Sugar,No,3,Afternoon,No
Jaipur,Rajasthan,26-35,Other,Brewed,5,Local Brand,Café,4336,Taste,Yes,Medium Sugar,No,3,Morning,No
Mumbai,Maharashtra,50+,Male,Brewed,3,Local Brand,Office,2708,Socializing,No,High Sugar,No,3,Night,No
Bangalore,Karnataka,18-25,Other,Instant,5,Bru,Café,3156,Energy,No,Less Sugar,No,5,Afternoon,No
Lucknow,Uttar Pradesh,50+,Other,Cold Coffee,3,Nestlé,Office,3524,Energy,No,Medium Sugar,Yes,5,Night,Yes
Pune,Maharashtra,18-25,Other,Brewed,2,Starbucks,Home,455,Socializing,No,Medium Sugar,Yes,4,Night,Yes
Chennai,Tamil Nadu,26-35,Other,Cold Coffee,1,Starbucks,Office,209,Socializing,Yes,Less Sugar,Yes,5,Afternoon,Yes
Lucknow,Uttar Pradesh,36-50,Other,Espresso,2,Others,Office,1215,Taste,No,Medium Sugar,No,0,Evening,Yes
Bangalore,Karnataka,50+,Male,Espresso,1,Bru,Office,2393,Taste,Yes,Less Sugar,No,6,Afternoon,No
Ahmedabad,Gujarat,26-35,Other,Espresso,1,Local Brand,Café,4358,Socializing,Yes,No Sugar,No,0,Evening,No
Ahmedabad,Gujarat,50+,Female,Cold Coffee,3,Nestlé,Office,4984,Energy,No,Medium Sugar,Yes,4,Night,Yes
Pune,Maharashtra,26-35,Female,Espresso,1,Starbucks,Café,1833,Habit,Yes,High Sugar,No,0,Morning,Yes
Delhi,Delhi,50+,Male,Instant,3,Bru,Café,710,Socializing,Yes,High Sugar,Yes,0,Afternoon,No
Bangalore,Karnataka,36-50,Male,Espresso,5,Starbucks,Home,4813,Habit,Yes,No Sugar,No,3,Evening,Yes
Pune,Maharashtra,18-25,Other,Instant,1,Nestlé,Home,2956,Socializing,Yes,Less Sugar,Yes,6,Night,Yes
Mumbai,Maharashtra,36-50,Male,Filter Coffee,5,Bru,Café,1660,Energy,Yes,High Sugar,Yes,6,Morning,Yes
Kolkata,West Bengal,36-50,Female,Brewed,5,Local Brand,Home,3836,Taste,Yes,No Sugar,Yes,4,Night,No
Chennai,Tamil Nadu,26-35,Female,Cold Coffee,2,Local Brand,Home,4378,Energy,Yes,Less Sugar,Yes,0,Night,No
Pune,Maharashtra,36-50,Male,Brewed,5,Starbucks,Office,2248,Energy,Yes,Medium Sugar,Yes,2,Evening,Yes
Jaipur,Rajasthan,26-35,Other,Filter Coffee,5,Starbucks,Office,916,Energy,Yes,High Sugar,No,3,Morning,Yes
Ahmedabad,Gujarat,18-25,Other,Instant,1,Starbucks,Café,4783,Taste,No,High Sugar,No,1,Afternoon,No
Delhi,Delhi,18-25,Other,Instant,4,Nestlé,Café,1774,Taste,Yes,No Sugar,No,1,Evening,No
Pune,Maharashtra,50+,Male,Cold Coffee,2,Others,Office,873,Taste,No,No Sugar,No,5,Morning,Yes
Bangalore,Karnataka,36-50,Female,Cold Coffee,3,Nestlé,Café,4162,Socializing,Yes,No Sugar,Yes,1,Morning,No
Delhi,Delhi,50+,Other,Cold Coffee,4,Nestlé,Café,2184,Taste,Yes,No Sugar,Yes,5,Morning,Yes
Ahmedabad,Gujarat,36-50,Other,Cold Coffee,4,Starbucks,Home,588,Habit,Yes,Medium Sugar,Yes,5,Morning,No
Pune,Maharashtra,36-50,Other,Instant,3,Starbucks,Office,2048,Energy,No,High Sugar,No,0,Morning,No
Lucknow,Uttar Pradesh,26-35,Female,Brewed,5,Starbucks,Home,4181,Energy,Yes,No Sugar,Yes,1,Morning,Yes
Mumbai,Maharashtra,50+,Female,Filter Coffee,3,Bru,Home,4730,Energy,No,Less Sugar,No,6,Afternoon,No
Kolkata,West Bengal,36-50,Male,Cold Coffee,4,Starbucks,Home,1529,Energy,Yes,Less Sugar,Yes,1,Night,Yes
Ahmedabad,Gujarat,36-50,Female,Espresso,2,Nestlé,Office,1558,Socializing,Yes,Medium Sugar,Yes,2,Evening,No
Lucknow,Uttar Pradesh,26-35,Female,Espresso,3,Others,Café,4742,Taste,Yes,Less Sugar,Yes,1,Night,Yes
Chennai,Tamil Nadu,36-50,Other,Instant,4,Starbucks,Home,4544,Socializing,No,No Sugar,Yes,5,Afternoon,No
Ahmedabad,Gujarat,18-25,Male,Espresso,1,Nestlé,Home,1558,Taste,No,Medium Sugar,No,3,Morning,Yes
Jaipur,Rajasthan,26-35,Other,Filter Coffee,2,Nestlé,Office,2328,Energy,No,Less Sugar,Yes,4,Evening,No
Kolkata,West Bengal,50+,Other,Espresso,5,Starbucks,Café,337,Habit,Yes,No Sugar,Yes,0,Afternoon,Yes
Bangalore,Karnataka,18-25,Male,Filter Coffee,2,Local Brand,Café,3032,Socializing,Yes,Medium Sugar,Yes,3,Night,No
Ahmedabad,Gujarat,36-50,Male,Instant,4,Bru,Office,3231,Habit,Yes,Less Sugar,No,4,Afternoon,Yes
Chennai,Tamil Nadu,36-50,Female,Cold Coffee,2,Nestlé,Office,4500,Habit,No,Less Sugar,Yes,5,Night,No
Jaipur,Rajasthan,26-35,Male,Filter Coffee,3,Nestlé,Home,4338,Energy,Yes,No Sugar,Yes,2,Afternoon,Yes
Pune,Maharashtra,36-50,Other,Instant,3,Others,Office,960,Habit,Yes,No Sugar,Yes,6,Afternoon,No
Bangalore,Karnataka,18-25,Female,Instant,3,Nestlé,Café,3645,Energy,Yes,High Sugar,No,3,Night,Yes
Pune,Maharashtra,50+,Male,Espresso,4,Bru,Home,1919,Habit,No,High Sugar,Yes,0,Morning,Yes
Hyderabad,Telangana,50+,Female,Cold Coffee,3,Local Brand,Home,2087,Energy,No,High Sugar,Yes,2,Night,Yes
Jaipur,Rajasthan,26-35,Other,Cold Coffee,3,Nestlé,Café,4388,Habit,No,High Sugar,No,1,Evening,No
Hyderabad,Telangana,26-35,Male,Espresso,5,Others,Home,3322,Energy,No,No Sugar,No,2,Evening,Yes
Bangalore,Karnataka,18-25,Male,Brewed,5,Starbucks,Office,4899,Energy,Yes,High Sugar,No,1,Afternoon,Yes
Chennai,Tamil Nadu,36-50,Other,Espresso,5,Others,Home,723,Habit,Yes,Less Sugar,No,1,Evening,Yes
Ahmedabad,Gujarat,18-25,Male,Instant,2,Bru,Office,2168,Taste,Yes,High Sugar,Yes,5,Evening,Yes
Bangalore,Karnataka,36-50,Other,Brewed,2,Starbucks,Home,2496,Energy,Yes,Less Sugar,Yes,6,Evening,Yes
Kolkata,West Bengal,50+,Other,Instant,1,Starbucks,Café,2461,Habit,Yes,Less Sugar,No,6,Night,No
Bangalore,Karnataka,36-50,Male,Cold Coffee,3,Bru,Café,3078,Habit,No,Less Sugar,Yes,4,Morning,No
Lucknow,Uttar Pradesh,18-25,Male,Cold Coffee,1,Starbucks,Office,2255,Taste,Yes,High Sugar,Yes,0,Evening,Yes
Chennai,Tamil Nadu,36-50,Female,Brewed,3,Nestlé,Office,1476,Habit,No,No Sugar,No,3,Afternoon,Yes
Delhi,Delhi,36-50,Female,Instant,2,Nestlé,Home,4323,Socializing,No,High Sugar,Yes,6,Night,No
Pune,Maharashtra,36-50,Other,Filter Coffee,2,Nestlé,Café,564,Taste,Yes,High Sugar,Yes,1,Morning,No
Mumbai,Maharashtra,36-50,Female,Instant,3,Nestlé,Café,1846,Taste,No,Less Sugar,Yes,6,Morning,No
Lucknow,Uttar Pradesh,50+,Other,Instant,3,Local Brand,Office,1731,Taste,No,Less Sugar,Yes,4,Morning,No
Chennai,Tamil Nadu,26-35,Female,Cold Coffee,2,Others,Café,2106,Habit,No,Less Sugar,Yes,6,Morning,No
Lucknow,Uttar Pradesh,50+,Male,Instant,1,Starbucks,Home,4780,Socializing,Yes,Medium Sugar,No,3,Afternoon,Yes
Mumbai,Maharashtra,26-35,Male,Espresso,2,Nestlé,Café,1262,Energy,No,High Sugar,No,0,Night,No
Delhi,Delhi,50+,Male,Espresso,1,Local Brand,Café,325,Taste,No,No Sugar,No,3,Night,No
Hyderabad,Telangana,26-35,Female,Cold Coffee,1,Nestlé,Home,3796,Energy,Yes,Medium Sugar,No,3,Afternoon,Yes
Pune,Maharashtra,50+,Other,Filter Coffee,1,Others,Home,1803,Socializing,No,No Sugar,No,1,Morning,Yes
Delhi,Delhi,50+,Male,Brewed,3,Bru,Home,432,Taste,Yes,High Sugar,Yes,4,Night,Yes
Bangalore,Karnataka,36-50,Female,Instant,2,Nestlé,Café,2358,Socializing,No,Medium Sugar,No,3,Morning,No
Delhi,Delhi,50+,Male,Brewed,2,Others,Office,4918,Energy,Yes,No Sugar,No,0,Evening,No
Hyderabad,Telangana,50+,Other,Filter Coffee,4,Others,Office,2672,Socializing,Yes,Less Sugar,No,4,Night,Yes
Lucknow,Uttar Pradesh,50+,Male,Filter Coffee,4,Starbucks,Office,1961,Taste,Yes,High Sugar,No,2,Evening,Yes
Kolkata,West Bengal,36-50,Female,Espresso,3,Local Brand,Office,1076,Energy,Yes,Less Sugar,No,5,Night,No
Hyderabad,Telangana,50+,Other,Instant,5,Bru,Café,3648,Taste,No,High Sugar,No,0,Morning,Yes
Delhi,Delhi,36-50,Other,Cold Coffee,5,Local Brand,Home,2909,Energy,Yes,Less Sugar,Yes,4,Morning,Yes
Mumbai,Maharashtra,50+,Male,Espresso,4,Bru,Café,3621,Habit,No,High Sugar,Yes,2,Morning,Yes
Kolkata,West Bengal,50+,Other,Filter Coffee,1,Bru,Café,442,Habit,No,Less Sugar,No,6,Morning,No
Mumbai,Maharashtra,50+,Male,Brewed,5,Others,Home,2795,Taste,Yes,Less Sugar,No,6,Night,Yes
Mumbai,Maharashtra,50+,Male,Brewed,2,Others,Home,667,Taste,No,Medium Sugar,No,3,Night,No
Kolkata,West Bengal,50+,Female,Brewed,3,Local Brand,Café,203,Socializing,Yes,No Sugar,No,6,Evening,No
Delhi,Delhi,50+,Male,Espresso,1,Starbucks,Office,2751,Habit,No,Medium Sugar,No,5,Afternoon,Yes
Jaipur,Rajasthan,26-35,Male,Cold Coffee,3,Local Brand,Office,4489,Habit,Yes,No Sugar,No,6,Evening,No
Pune,Maharashtra,50+,Female,Instant,3,Others,Office,1341,Taste,No,Less Sugar,No,3,Evening,No
Bangalore,Karnataka,26-35,Female,Instant,3,Local Brand,Home,923,Habit,Yes,Medium Sugar,Yes,0,Afternoon,No
Chennai,Tamil Nadu,36-50,Female,Espresso,4,Starbucks,Café,4408,Habit,No,No Sugar,No,3,Morning,Yes
Ahmedabad,Gujarat,26-35,Other,Instant,1,Local Brand,Office,4949,Habit,No,No Sugar,Yes,5,Afternoon,Yes
Kolkata,West Bengal,50+,Other,Filter Coffee,5,Bru,Café,2117,Taste,Yes,High Sugar,No,2,Afternoon,No
Mumbai,Maharashtra,18-25,Female,Espresso,4,Bru,Home,2226,Taste,No,No Sugar,Yes,2,Night,No
Pune,Maharashtra,50+,Female,Filter Coffee,1,Nestlé,Home,1101,Taste,No,No Sugar,No,1,Afternoon,Yes
Mumbai,Maharashtra,26-35,Male,Espresso,2,Starbucks,Home,460,Energy,No,Medium Sugar,Yes,6,Morning,Yes
Hyderabad,Telangana,36-50,Female,Cold Coffee,2,Others,Office,2419,Habit,No,Less Sugar,No,1,Night,No
Chennai,Tamil Nadu,26-35,Female,Instant,5,Bru,Home,3913,Taste,Yes,No Sugar,Yes,3,Morning,No
Mumbai,Maharashtra,50+,Other,Espresso,1,Others,Office,1542,Energy,Yes,No Sugar,Yes,4,Morning,Yes
Pune,Maharashtra,50+,Female,Instant,1,Others,Café,3032,Socializing,Yes,Less Sugar,Yes,0,Evening,No
Delhi,Delhi,36-50,Other,Cold Coffee,3,Bru,Café,3158,Energy,Yes,Medium Sugar,Yes,5,Morning,No
Chennai,Tamil Nadu,26-35,Female,Cold Coffee,3,Bru,Café,3877,Socializing,No,Less Sugar,Yes,6,Night,Yes
Ahmedabad,Gujarat,36-50,Male,Instant,1,Nestlé,Office,1804,Energy,Yes,High Sugar,Yes,5,Morning,Yes
Delhi,Delhi,36-50,Other,Brewed,4,Local Brand,Café,435,Habit,No,No Sugar,Yes,1,Afternoon,Yes
Hyderabad,Telangana,36-50,Other,Espresso,5,Local Brand,Office,575,Energy,Yes,No Sugar,Yes,2,Afternoon,Yes
Kolkata,West Bengal,36-50,Female,Cold Coffee,1,Starbucks,Office,2835,Energy,No,Medium Sugar,Yes,2,Morning,No
Pune,Maharashtra,50+,Female,Filter Coffee,3,Local Brand,Café,2760,Taste,Yes,Less Sugar,Yes,5,Afternoon,Yes
Pune,Maharashtra,50+,Other,Filter Coffee,4,Bru,Office,4050,Socializing,No,No Sugar,Yes,0,Night,No
Delhi,Delhi,50+,Female,Instant,5,Nestlé,Café,1514,Habit,Yes,Less Sugar,No,4,Morning,No
Chennai,Tamil Nadu,50+,Female,Filter Coffee,5,Bru,Office,3098,Energy,Yes,Less Sugar,No,2,Night,Yes
Delhi,Delhi,50+,Female,Brewed,2,Starbucks,Café,2821,Energy,Yes,High Sugar,No,3,Afternoon,Yes
Ahmedabad,Gujarat,50+,Other,Filter Coffee,1,Nestlé,Café,1265,Socializing,No,No Sugar,No,0,Morning,Yes
Pune,Maharashtra,50+,Male,Cold Coffee,2,Others,Home,2543,Energy,No,Less Sugar,No,6,Evening,No
Mumbai,Maharashtra,26-35,Female,Espresso,3,Others,Office,4870,Socializing,No,High Sugar,Yes,6,Morning,Yes
Mumbai,Maharashtra,36-50,Female,Espresso,1,Others,Office,2912,Habit,Yes,No Sugar,Yes,0,Night,Yes
Pune,Maharashtra,18-25,Female,Cold Coffee,1,Bru,Home,3254,Energy,No,Less Sugar,No,6,Afternoon,No
Delhi,Delhi,50+,Male,Cold Coffee,2,Nestlé,Café,2197,Socializing,Yes,High Sugar,Yes,4,Morning,No
Lucknow,Uttar Pradesh,50+,Other,Brewed,3,Others,Home,3310,Taste,Yes,High Sugar,No,2,Night,No
Lucknow,Uttar Pradesh,26-35,Female,Filter Coffee,3,Starbucks,Café,1402,Socializing,Yes,Less Sugar,No,1,Evening,No
Jaipur,Rajasthan,26-35,Male,Brewed,4,Others,Office,2235,Habit,No,Less Sugar,Yes,5,Evening,Yes
Kolkata,West Bengal,50+,Other,Cold Coffee,3,Local Brand,Office,619,Habit,No,No Sugar,Yes,4,Morning,No
Bangalore,Karnataka,18-25,Other,Instant,1,Bru,Café,1320,Taste,No,Medium Sugar,Yes,4,Morning,No
Chennai,Tamil Nadu,18-25,Female,Filter Coffee,5,Nestlé,Office,1150,Taste,No,Less Sugar,No,0,Morning,No
Pune,Maharashtra,50+,Other,Espresso,4,Others,Home,2845,Energy,No,Less Sugar,No,1,Afternoon,No
Lucknow,Uttar Pradesh,26-35,Other,Brewed,2,Starbucks,Café,4812,Taste,Yes,Less Sugar,Yes,2,Morning,No
Mumbai,Maharashtra,50+,Female,Cold Coffee,2,Starbucks,Home,3112,Taste,No,No Sugar,No,5,Night,Yes
Mumbai,Maharashtra,26-35,Female,Cold Coffee,5,Nestlé,Office,3428,Habit,No,Medium Sugar,Yes,4,Evening,Yes
Bangalore,Karnataka,18-25,Other,Brewed,5,Local Brand,Office,2571,Socializing,Yes,Medium Sugar,Yes,3,Afternoon,No
Kolkata,West Bengal,36-50,Female,Brewed,5,Others,Office,4425,Socializing,Yes,No Sugar,No,2,Night,Yes
Lucknow,Uttar Pradesh,26-35,Male,Espresso,3,Local Brand,Home,2155,Socializing,No,Medium Sugar,Yes,3,Evening,No
Ahmedabad,Gujarat,18-25,Female,Brewed,2,Starbucks,Office,2034,Energy,Yes,Less Sugar,Yes,2,Morning,Yes
Chennai,Tamil Nadu,50+,Male,Brewed,5,Others,Office,4306,Socializing,Yes,Less Sugar,Yes,5,Night,No
Mumbai,Maharashtra,18-25,Male,Instant,2,Bru,Café,3119,Energy,Yes,Medium Sugar,No,5,Night,No
Pune,Maharashtra,50+,Female,Instant,2,Local Brand,Office,2549,Energy,Yes,No Sugar,Yes,2,Morning,No
Jaipur,Rajasthan,18-25,Female,Espresso,4,Others,Home,2465,Habit,No,High Sugar,No,4,Morning,No
Bangalore,Karnataka,26-35,Male,Filter Coffee,2,Others,Café,1184,Taste,No,Medium Sugar,Yes,0,Afternoon,Yes
Mumbai,Maharashtra,18-25,Other,Cold Coffee,4,Local Brand,Office,2930,Energy,No,Less Sugar,No,3,Afternoon,No
Jaipur,Rajasthan,26-35,Male,Brewed,4,Bru,Office,4651,Habit,Yes,No Sugar,Yes,3,Morning,No
Jaipur,Rajasthan,18-25,Female,Instant,5,Starbucks,Home,3135,Taste,No,Medium Sugar,No,4,Afternoon,Yes
Delhi,Delhi,36-50,Other,Instant,2,Bru,Café,3256,Socializing,No,Medium Sugar,No,3,Afternoon,No
Kolkata,West Bengal,50+,Male,Instant,2,Starbucks,Home,4346,Taste,No,Medium Sugar,No,4,Afternoon,No
Ahmedabad,Gujarat,50+,Female,Espresso,1,Starbucks,Café,3997,Energy,Yes,No Sugar,No,2,Afternoon,Yes
Hyderabad,Telangana,18-25,Other,Instant,1,Nestlé,Office,3061,Energy,No,Less Sugar,Yes,4,Evening,No
Bangalore,Karnataka,36-50,Female,Brewed,5,Others,Office,3617,Habit,Yes,High Sugar,Yes,5,Night,No
Jaipur,Rajasthan,18-25,Other,Brewed,4,Others,Office,1405,Taste,Yes,High Sugar,Yes,6,Afternoon,Yes
Ahmedabad,Gujarat,36-50,Male,Brewed,1,Local Brand,Home,3272,Energy,No,Medium Sugar,Yes,6,Morning,Yes
Jaipur,Rajasthan,36-50,Female,Filter Coffee,3,Local Brand,Home,2908,Energy,No,No Sugar,No,6,Evening,Yes
Pune,Maharashtra,50+,Female,Cold Coffee,1,Nestlé,Office,1532,Habit,No,Less Sugar,No,0,Evening,No
Ahmedabad,Gujarat,50+,Other,Instant,2,Others,Home,3707,Socializing,Yes,Less Sugar,Yes,0,Evening,Yes
Bangalore,Karnataka,26-35,Male,Espresso,5,Others,Office,774,Energy,Yes,High Sugar,No,3,Morning,No
Ahmedabad,Gujarat,50+,Male,Cold Coffee,1,Bru,Office,1825,Socializing,Yes,Less Sugar,Yes,2,Afternoon,Yes
Bangalore,Karnataka,18-25,Other,Brewed,2,Nestlé,Home,3481,Habit,Yes,High Sugar,Yes,2,Evening,Yes
Chennai,Tamil Nadu,50+,Other,Filter Coffee,2,Local Brand,Home,3800,Taste,No,Less Sugar,Yes,2,Evening,Yes
Kolkata,West Bengal,50+,Other,Cold Coffee,3,Nestlé,Home,1405,Socializing,No,Less Sugar,Yes,0,Morning,Yes
Jaipur,Rajasthan,50+,Male,Cold Coffee,4,Nestlé,Home,3772,Socializing,Yes,No Sugar,Yes,0,Night,Yes
Lucknow,Uttar Pradesh,18-25,Other,Filter Coffee,1,Others,Café,4580,Habit,Yes,High Sugar,Yes,6,Night,No
Kolkata,West Bengal,18-25,Female,Brewed,3,Starbucks,Café,4957,Taste,Yes,Medium Sugar,No,1,Evening,Yes
Mumbai,Maharashtra,18-25,Other,Cold Coffee,4,Nestlé,Office,3320,Energy,No,Less Sugar,No,6,Night,No
Delhi,Delhi,26-35,Female,Cold Coffee,1,Starbucks,Café,3632,Socializing,No,Medium Sugar,No,0,Afternoon,No
Jaipur,Rajasthan,50+,Male,Espresso,4,Others,Office,3901,Socializing,No,Medium Sugar,No,5,Night,Yes
Delhi,Delhi,26-35,Female,Brewed,4,Nestlé,Home,1924,Socializing,No,No Sugar,Yes,0,Night,Yes
Delhi,Delhi,26-35,Female,Cold Coffee,1,Local Brand,Home,1959,Energy,No,Less Sugar,No,4,Morning,Yes
Pune,Maharashtra,50+,Other,Cold Coffee,3,Starbucks,Office,1151,Energy,Yes,High Sugar,No,2,Morning,Yes
Jaipur,Rajasthan,36-50,Male,Instant,5,Others,Office,3576,Taste,Yes,No Sugar,No,4,Afternoon,Yes
Bangalore,Karnataka,18-25,Female,Filter Coffee,5,Starbucks,Office,485,Socializing,No,Less Sugar,Yes,2,Morning,Yes
Jaipur,Rajasthan,36-50,Other,Cold Coffee,2,Others,Café,968,Habit,No,Less Sugar,Yes,5,Night,No
Lucknow,Uttar Pradesh,18-25,Female,Brewed,3,Local Brand,Office,3257,Energy,Yes,Medium Sugar,No,1,Morning,No
Jaipur,Rajasthan,36-50,Other,Filter Coffee,4,Local Brand,Office,2361,Socializing,Yes,Medium Sugar,No,5,Night,Yes
Ahmedabad,Gujarat,18-25,Female,Instant,3,Local Brand,Office,3535,Taste,Yes,Medium Sugar,No,4,Evening,Yes
Hyderabad,Telangana,26-35,Female,Instant,3,Local Brand,Office,1681,Habit,Yes,Less Sugar,No,2,Evening,No
Chennai,Tamil Nadu,36-50,Male,Brewed,2,Local Brand,Office,3651,Taste,Yes,Less Sugar,No,0,Afternoon,Yes
Chennai,Tamil Nadu,26-35,Other,Espresso,4,Bru,Home,2023,Energy,Yes,High Sugar,Yes,1,Morning,No
Kolkata,West Bengal,36-50,Female,Cold Coffee,5,Starbucks,Café,3279,Taste,No,High Sugar,Yes,0,Afternoon,Yes
Jaipur,Rajasthan,50+,Female,Cold Coffee,1,Nestlé,Office,3006,Habit,No,Less Sugar,No,2,Morning,No
Kolkata,West Bengal,18-25,Male,Brewed,3,Local Brand,Office,527,Energy,No,Medium Sugar,No,5,Afternoon,No
Chennai,Tamil Nadu,36-50,Female,Cold Coffee,1,Starbucks,Café,3510,Taste,No,High Sugar,Yes,4,Night,No
Kolkata,West Bengal,50+,Female,Filter Coffee,3,Bru,Office,3875,Taste,Yes,No Sugar,No,6,Afternoon,No
Pune,Maharashtra,26-35,Male,Brewed,2,Local Brand,Home,2343,Taste,No,High Sugar,Yes,5,Evening,No
Hyderabad,Telangana,36-50,Other,Cold Coffee,3,Nestlé,Café,4183,Energy,Yes,No Sugar,Yes,3,Evening,No
Delhi,Delhi,50+,Other,Espresso,4,Starbucks,Café,364,Habit,No,Medium Sugar,Yes,5,Night,Yes
Kolkata,West Bengal,26-35,Other,Cold Coffee,5,Others,Home,1022,Habit,No,Medium Sugar,No,1,Night,Yes
Pune,Maharashtra,36-50,Female,Brewed,2,Bru,Office,974,Habit,No,High Sugar,Yes,0,Morning,Yes
Kolkata,West Bengal,26-35,Female,Espresso,5,Starbucks,Office,4442,Habit,No,Medium Sugar,No,4,Evening,No
Pune,Maharashtra,26-35,Male,Instant,3,Bru,Office,1508,Taste,No,No Sugar,Yes,3,Afternoon,No
Delhi,Delhi,18-25,Male,Filter Coffee,2,Others,Home,713,Energy,No,No Sugar,Yes,0,Evening,Yes
Delhi,Delhi,50+,Female,Brewed,5,Bru,Office,3794,Habit,No,Less Sugar,Yes,1,Afternoon,Yes
Mumbai,Maharashtra,36-50,Female,Filter Coffee,2,Local Brand,Office,4766,Habit,No,Less Sugar,Yes,6,Night,No
Jaipur,Rajasthan,36-50,Female,Filter Coffee,4,Others,Home,1755,Energy,No,Medium Sugar,No,4,Night,No
Bangalore,Karnataka,36-50,Male,Instant,5,Others,Home,1479,Habit,No,High Sugar,Yes,5,Night,No
Hyderabad,Telangana,18-25,Female,Espresso,1,Others,Home,3777,Energy,No,Less Sugar,No,5,Night,No
Chennai,Tamil Nadu,26-35,Other,Filter Coffee,4,Local Brand,Home,4888,Habit,Yes,High Sugar,Yes,1,Evening,No
Jaipur,Rajasthan,36-50,Female,Brewed,3,Nestlé,Home,4423,Taste,No,No Sugar,No,0,Night,No
Lucknow,Uttar Pradesh,50+,Male,Espresso,2,Nestlé,Home,3386,Energy,Yes,Less Sugar,Yes,0,Evening,No
Bangalore,Karnataka,50+,Other,Instant,1,Bru,Home,2799,Taste,Yes,High Sugar,Yes,1,Evening,No
Hyderabad,Telangana,50+,Female,Filter Coffee,5,Nestlé,Café,1504,Energy,Yes,No Sugar,No,6,Night,Yes
Jaipur,Rajasthan,50+,Male,Brewed,1,Starbucks,Café,1501,Energy,Yes,Less Sugar,No,2,Night,Yes
Mumbai,Maharashtra,26-35,Female,Instant,4,Others,Office,641,Taste,No,High Sugar,No,4,Evening,Yes
Mumbai,Maharashtra,18-25,Female,Filter Coffee,5,Starbucks,Home,2857,Habit,Yes,Less Sugar,Yes,6,Afternoon,No
Kolkata,West Bengal,18-25,Male,Espresso,5,Others,Home,274,Socializing,Yes,No Sugar,Yes,5,Night,Yes
Kolkata,West Bengal,18-25,Male,Brewed,2,Local Brand,Home,2375,Habit,Yes,No Sugar,No,4,Afternoon,Yes
Bangalore,Karnataka,50+,Male,Espresso,2,Others,Office,240,Habit,No,Less Sugar,Yes,5,Night,No
Bangalore,Karnataka,36-50,Male,Filter Coffee,2,Local Brand,Office,4883,Habit,No,Less Sugar,Yes,6,Evening,No
Ahmedabad,Gujarat,36-50,Other,Cold Coffee,5,Bru,Home,541,Taste,No,Medium Sugar,No,4,Evening,No
Mumbai,Maharashtra,50+,Other,Brewed,3,Nestlé,Office,845,Habit,Yes,Medium Sugar,Yes,2,Night,Yes
Jaipur,Rajasthan,50+,Other,Brewed,2,Others,Café,654,Habit,No,Medium Sugar,Yes,1,Morning,Yes
Mumbai,Maharashtra,26-35,Male,Instant,5,Bru,Home,3672,Socializing,Yes,No Sugar,Yes,1,Night,No
Jaipur,Rajasthan,36-50,Male,Espresso,5,Bru,Office,4997,Energy,Yes,Less Sugar,No,1,Morning,No
Mumbai,Maharashtra,36-50,Other,Filter Coffee,2,Starbucks,Office,3267,Energy,No,No Sugar,Yes,5,Evening,Yes
Chennai,Tamil Nadu,18-25,Male,Brewed,3,Others,Café,3976,Taste,Yes,Less Sugar,Yes,2,Night,Yes
Lucknow,Uttar Pradesh,36-50,Other,Filter Coffee,5,Local Brand,Home,3563,Taste,Yes,High Sugar,No,2,Afternoon,No
Kolkata,West Bengal,36-50,Other,Espresso,2,Starbucks,Café,4324,Socializing,No,Less Sugar,Yes,4,Night,No
Kolkata,West Bengal,50+,Female,Filter Coffee,3,Nestlé,Office,2258,Energy,No,No Sugar,Yes,3,Evening,Yes
